show_id,type,title,director,cast,average_rating,country,date_added,release_year,rating,duration,listed_in,description
s7845,Movie,Mother May I Sleep With Danger,Jorge Montesi,Teryl Rothery\Lochlyn Munro\Tori Spelling,2.67,,,1996,16+,90 min,Suspense,Devi starts suspecting her husband Krishna of infidelity when she notices him with two other women. However she unearths a horrifying truth when she decides to investigate.
s2562,TV Show,Elizabeth Smart: Autobiography,,Elizabeth Smart,4.64,,,2013,TV-14,1 Season,Documentary\Special Interest,The life of Queen Elizabeth I is embroiled with conspiracy. This two-part series delves into the fascinating and deadly accusations that surround the Queen with an alleged lovers scandal and Elizabeth's involvement in terrorism and espionage.
s73,TV Show,WordWorld,,,1.72,,,2007,TV-G,1 Season,Kids,The loveable WordFriends take children on adventures in a world of words where they encounter all sorts of situations that can only be solved by building a word!
s591,TV Show,The Kennedys,,Katherine Parkinson\Dan Skinner\Lucy Hutchinson,4.88,,,2015,TV-14,1 Season,Comedy,It's 1978 and Brenda Tony and Emma Kennedy move to Jessop Road estate in Stevenage. Brenda aspires to the 'middle class' lifestyle and is excited about the opportunity for social development the estate offers; they can host middle class dinner parties drive middle class cars and do middle class small talk with their new middle class neighbors.
s4479,Movie,Secrets,Juwan Lee,Denyce Lawton\Harold House Moore\Denise Boutte,1.89,,,2020,18+,111 min,Drama,Relaxing and soothing nature videos accompany the gentle sounds of the sitar veena and tabla. This compilation is a blend of Hindustani- and Carnatic-influenced music recorded live with thanks to a local Raga group from the Punjab region of India. Presented in conjunction with Yocalm Studios UK and Sharecare Windows
s9188,Movie,Grizzly Mountain,Jeremy Haft,Dan Haggerty\Dylan Haggerty,2.91,,,1996,G,96 min,Kids\Science fiction,Daniel loner and hermit is required to give overnight shelter to Anna his neighbor's niece. The need of affection and human warmth of these two peoples will emerge over their injured lives turning into a romance. Things get complicated when Anna's husband appears.
s6099,TV Show,Blood on the Deck,,Dakota Meyer\Dick Hy\Jarred Taylor,1.2,,,2020,TV-14,1 Season,Documentary\Special Interest\Unscripted,Terio Mangiarancina finds a dead body with desfigured face on a beach in Palermo. But Terio risks to be indicted so his sister Fana thinks out the Mangiarancina Investigations and decides to investigate herself on the murder. With the help of her mother the case will be resolved between cheatings and diziness of love.
s2711,Movie,David Crowe: Crooked finger,Steve Wilson,David Crowe,2.77,,,2009,18+,76 min,Arts\Entertainment\and Culture\Comedy\Special Interest,A police officer on a chase to hunt down a dreaded gangster for fulfilling his own secret agenda.
s3424,Movie,A fine Step,Jonathan Meyers,Armand Assante\Luke Perry,3.85,,,2014,13+,112 min,Drama,Handsome prince and fashion assistant fall in love amidst a Christmas fashion show.
s411,TV Show,The Twin Flower Legend,,Yu Xiao Tong\Guan Zhi Bin\Mao Xiao Hui\Kai Xuan,1.29,,,2020,18+,1 Season,Drama\Romance,Hua Mujin (Mao Xiaohui) is born and grows up during the chaotic era of the five dynasties and the ten kingdoms. Her twin sister Hua Jinxiu (Kai Xuan) and she are sold to the powerful Yuan Family as a slave. Hua Mulin uses her intelligence and the techniques inherited from her father to help Yuan Family to have a great glory during an era of political upheaval and division.
s8726,TV Show,Act 6 - Series 1,,1,3.02,,,2021,ALL,1 Season,Action,The rules of Dinner Club: you have to love food good company and traveling. Carlo Cracco will undertake six trips across Italy to rediscover its most authentic cuisine. With him six famous actors: one for each destination. His challenge on the way back? He will have to teach each of them how to cook a perfect dinner. Here good food will tell six stories: those of their travel and life.
s248,TV Show,TuTu Town,,,3.98,,,2014,TV-Y,1 Season,Animation\International\Kids,Join Andy and his friends as they experience life in TuTu Town! Fun and exciting adventures await the viewer as the characters explore themes of friendship and civic mindedness.
