show_id,type,title,director,cast,average_rating,country,date_added,release_year,rating,duration,listed_in,description
s8300,Movie,Lesa Lesa,Priyadarshan,Shaam\Trisha\Vivek\Radharavi\Madhavan\Sreenivasan,4.93,,,2003,13+,154 min,Romance,Forced to work for a brothel after her mother helps steal a local excavator's gold Isabel falls in love with a handsome young man who works in the mine.
s7481,TV Show,Ray Winstone's Sicily,,Ray Winstone,1.65,,,2020,TV-14,1 Season,Special Interest,Ian Murphy Layla and Evelyn thrive and struggle in various ways with relationships work and life in general but collectively find ways to push forward.
s2128,TV Show,Ilana Glazer: The Planet Is Burning,,Ilana Glazer,4.92,,,2020,16+,1 Season,Comedy,The sister show to Car Crash TV Idiot TV is here to show you how not to live with hundreds of hilarious clips showcasing the world's biggest fools.
s5483,Movie,Translated,Jerry E Thompson,Robert Cohn\Anthony Lam\Rebekah Stought,2.76,,,2021,13+,118 min,Drama\Special Interest,A stressed out young novelist travels to a quiet bed and breakfast in hopes of forcing himself to write a sequel to his best selling debut novel. As he soon discovers the inspiration of life comes in those funny moments where imagination meets reality.
s1751,Movie,Man Vs.,Adam Massey,Chris Diamontopoulos,3.93,,,2017,13+,85 min,Drama\Science fiction\Suspense,When TV host Doug Woods is dropped off in the Canadian wilderness he's confident he has all the skills necessary to survive the week alone. But when strange things start happening in the forest Doug realizes he's not the only one out there.
s2829,Movie,Classical Piano for Sleep and Relaxation,Mark Knight,,1.11,,,2017,ALL,48 min,Music Videos and Concerts\Special Interest,50 miles north of New York City the town of Monroe is a microcosm for a hyper-partisan and divided nation as a land-dispute between an ultra-orthodox Hassidic sect and their secular neighbors erupts into a turf war.
s8319,Movie,Entrepreneurs,Marcus Gautesen,Jimmy Fallon\Nathan Anderson\Brian Hooks,4.61,,,2003,13+,94 min,Comedy,For centuries a demonic cult has been plotting world destruction. When a small Colorado town is overrun by a legion of mutating demons three non demon hunter friends must use every skill their minds can fathom to stave off the demon apocalypse.
s8960,Movie,Elvira's Movie Macabre: Manos: The Hands Of Fate,D.J. Viola\Harold P. Warren,Cassandra Peterson,2.68,,,2011,16+,81 min,Comedy\Horror,Bride-to-be Claire her sister Leslie fun-loving Zoe and quirky new friend Janet set off to Las Vegas for a one-night bachelorette party that turns out to be more than they bargained for.
s2785,Movie,Corrie ten Boom: A Faith Undefeated,Robert Fernandez,Pam Rosewell Moore,1.17,,,2013,13+,58 min,Documentary\Special Interest,Rose Hobart plays Babe Laval a rough-around-the-edges hostess who entertains businessmen from out of town during local conventions. Constantly fending off lecherous men the tough woman still hopes to find true love someday. Babe begins to fall for Bill Bradley (Heyburn) but rejects him when she finds out he is a professional gambler. But after a bad encounter with a wealthy soap tycoon (Rawlinson) she decides that Bill is not so bad after all and asks for his forgiveness. filmed on location in Atlantic City.
s7617,Movie,Moral Stories For Kids,,,2.76,,,2021,ALL,49 min,Animation\Anime,Relax with Sharecare Windows video postcard of the rugged natural beauty of Southern Colorado featuring waterfalls mountains ghost towns fall and spring colors and the Black Canyon of the Gunnison National Park. A soothing video postcard format with no narration or music-simply the natural sounds and video recorded in full HD. Sharecare Windows videos are included in your Prime membership.
s4583,TV Show,Ghost files Germany,,Libby\Daniel\Stephan\Micha\Julia\Katja,3.98,,,2021,16+,1 Season,Horror\Suspense,When a food scientist is sent to Colombia she meets the owner of an organic farm while looking for quality ingredients. To gain his trust she helps him harvest the crops and a romance brews. TV-PG
s7603,Movie,The Gift,Danny Hiller,Amanda Burton\Neil Dudgeon,4.33,,,1998,16+,88 min,Drama,On the 4th of July a rookie female cop partners with a veteran detective to save the life of a high-school student from a radicalized serial killer.
s4757,Movie,The Big Sombrero,Frank McDonald,Gene Autry\Champion\Elena Verdugo,1.22,,,1949,13+,78 min,Western,Fearing that terrible events are about to unfold in the world Brock Tanner decides he and his son Dylan should leave Chicago for safer environs in Oregon. The question is can the Tanners outrun what some consider impossible to elude?
s3664,Movie,The Sun King Is Dead,Sylvie Faiveley,,3.01,,,2015,13+,52 min,Documentary,A group of young filmmakers travel to a remote cabin to interview the only eyewitness of a brutal cold case crime. As they race to uncover the elusive truth behind these mysterious and gruesome deaths their investigation leads to some terrifying realizations. Soon it is clear that the horror is no longer buried in the past and they must fight for their own lives while the body count rises
s5479,Movie,Decades Apart: The Noir Cut,Andrew Di Pardo\Brett Kanea,Deborah Hahn\Martin Tylicki\Josh Royston,4.17,,,2021,7+,21 min,Science fiction,When natural cement is discovered by two prospectors one is murdered during a claim jump attempt. Marshal Gene Autry befriends the lone prospector and tries to help him promote his cement discovery.
s2296,TV Show,Great Interior Design Challenge,,Sasha Bikoff\Tom Dyckhoff\Daniel Hopwood,1.77,,,2014,TV-PG,1 Season,Special Interest\Unscripted,The country's top chefs compete to cook a fabulous banquet to celebrate the very best produce across the land. Each week three chefs will battle it out in the kitchen for a chance to cook at the banquet and in a new twist a veteran of the competition will also taste and score their dishes daily. Only Two chefs will make it through to the end of the week.
s2019,TV Show,Jingle Burgers - A Parry Gripp Christmas Album,,Parry Gripp,1.3,,,2020,ALL,1 Season,Comedy\Kids,Sing-a-long with these super fun Christmas songs from Parry Gripp!
s8474,TV Show,GD,,michael simmons,2.71,,,2021,16+,1 Season,Action\Drama,A story of Faith love deceit forgiveness and the fall and rise of a Christian.
s8732,TV Show,The Z Virus,,Freddie De Grate,2.84,,,2017,18+,1 Season,Action\Science fiction,1
s1491,Movie,Nick Thune: Good Guy,Kevin Parker Flynn,Nick Thune,4.64,,,2016,,60 min,Arts\Entertainment\and Culture\Comedy\Special Interest,"Living legend Nick Thune takes the stage in Portland Oregon and explains his stunning transformation into a Good Guy. Topics in this ""instant classic"" range from funny to hilarious. Watch now to witness what many are calling the future of comedy."
s6302,Movie,Return To Treasure Island,E.A. Dupont,,3.24,,,1954,7+,75 min,Action,The Bronze Saints of the Sanctuary visit Asgard to battle it out with the God Warriors of Odin. Nuff said.
s8246,Movie,The Negotiator,Mary McMurray,Brian Cox\Ray Winstone\Maurice Roeves,4.76,,,1994,18+,83 min,Drama,"In this outrageous comedy Kirk (Jay Baruchel Knocked Up Tropic Thunder) an average guy can't believe his luck when the successful and gorgeous babe Molly (Alice Eve Sex and the City 2) falls for him. His smart-ass friends his crazy family and even his obnoxious ex-girlfriend are just as shocked as he is. Now see what the critics are calling a ""rowdy blast""* as Kirk goes to great lengths - including some hardcore man-scaping - to make the relationship work and prove that she's not out of his league. *Peter Travers ROLLING STONE"
s6985,TV Show,Thomas & Friends 18 19 20 21,,Joseph May,2.31,,1-Aug-21,2017,TV-Y,4 Seasons,Animation\Kids,A martial-arts fighter battles murderous gang members and the henchmen of an evil underground fighting champion to save his girlfriend.
s8006,Movie,Sister Code,Corey Grant,Amber Rose\Eva Marcille\Drew Sidora\Amin Joseph,2.82,,,2015,16+,95 min,Comedy\Drama\Romance,Blind college student Sofia returns home after hearing the news of her cousin Ava's suicide and learns of some hidden dark secrets the family has been keeping.
s8574,Movie,Steel Arena,Mark L. Lester,Dusty Russell\Buddy Love\Gene Drew,4.79,,,1973,16+,100 min,Action,Included with Prime until 10/15. Four champions defined one of the greatest eras of boxing history.
s2407,Movie,G.I. Blues,Norman Taurog,Elvis Presley\Juliet Prowse\Robert Ivers,2.91,,,1960,PG,104 min,Arts\Entertainment\and Culture\Comedy,In the '80s fist is on the cusp of eviction has lost his golden fleece AND his mojo! But when a local street thug named Superfly enters the diner where fist works robbing his customers fist and friends fight back.
s4519,Movie,DIARY OF A CHAMBERMAID,Luis Bunuel,Jeanne Moreau\Georges Geret\Michel Piccoli,2.02,,,1964,PG,97 min,International,A victim plagued with paranormal attacks passes an evil entity on to a single mother and her two teenage daughters.
s5239,Movie,Velaiilla Pattadhari 2,Soundarya Rajnikanth,Dhanush\Kajol\Amala Paul\Samuthirakani,2.17,,,2017,ALL,120 min,Drama\International,Rai (Sanjeev Kumar) is the country’s most powerful smuggler surrounded by his fortress of power and money. Till one day his daughter Sonia (Poonam Dhillon) falls in love with Ravi (Shashi Kapoor) a police officer. SAWAAL is a powerful confrontation of life’s greatest motivating forces - self against selfishness love against power good against evil.
s9648,TV Show,Kids In The Hall,,,2.57,,10-Oct-21,1995,TV-14,5 Seasons,Arts\Entertainment\and Culture\Comedy,"""The Kids in the Hall"" is a unique and bizarre sketch comedy series that incites humor through an intellectual lens of comedic creativity and character driven sketches. The series brings to life the collision of art and comedy with an uncanny resemblance of current day realities and the human condition."
s3765,Movie,Sophie and the Rising Sun,Maggie Greenwald,Julianne Nicholson\Takashi Yamaguchi,1.13,,,2016,13+,105 min,Drama,One fish must find his destiny to save his home and the love of his life from a bullying shark.
s2143,TV Show,I Was Possessed,,,4.13,,,2015,TV-14,1 Season,TV Shows,Imagine 2 flowers pollinating onscreen for an hour that's 'SA's- I Was Not Ready Da' a show for the whole family; to watch separate separately! From his teenage love for white people and chatrooms and socialist strip club visits in the U.S. to shocking Sanskrit tutors and provoking news anchors in their own shows SA narrates hilarious tales.
s2162,TV Show,Hunting ISIS,,,1.91,,,2018,TV-MA,1 Season,Documentary\Special Interest,"In ""Hunting Hitler"" an FBI cold case that has laid dormant for 70 years leads a group of world-renown investigators on the ultimate manhunt to finally answer the question: Did Adolf Hitler survive World War II?"
s846,TV Show,Superheroes: A Never-Ending Battle,,Liev Schreiber\Stan Lee\Linda Carter\Adam West,3.07,,,2013,TV-PG,1 Season,Special Interest,Examines the evolution of superhero characters and the comic book industry chronicling how disposable diversions that cost just a dime became the foundation for a multi-billion dollar industry whose products are an influential part of our national identity.
s8995,Movie,The Boss and the Worker,Stefano Vanzina,,1.36,,,1975,7+,104 min,Comedy,Killer Kids provides an in-depth examination of kids who kill. What were the warning signs? What drives a young person to commit criminal acts and even murder?
s8336,Movie,Casino.sk,JAn Sabol,Tereza BrodskA\LukAs Dóza\Marek Geisberg,2.9,,,2019,18+,105 min,Drama,When a self-conscious fitness instructor named Jo becomes the victim of cyber-stalking that turns physical she must use her fitness skill and growing fight instinct to stay alive.
s2340,TV Show,Girls' Last Tour,,,2.15,,,2017,TV-14,1 Season,Anime\Drama\International,When a teacher loses her job because her brother-in-law is a racketeer she takes a position at a girls' reformatory.
s8361,Movie,From the Depths,Jose Montesinos (Frenzy),Liz Fenning\Angelica Briones,2.83,,,2021,16+,85 min,Horror\Science fiction\Suspense,A body is found face down in a tank. Detective Inspector Iverson investigating what seems like a routine case of suicide becomes involved with the mesmerizing psychotherapist who was helping the dead woman find her true self. Gradually their roles are reversed as her probing uncovers the detective's own deeper motives and needs until the knife-edge between suicide and murder is exposed.
s2692,Movie,Death Of A Black Panther: Fred Hampton,,Fred Hampton\Deborah Johnson,1.72,,,1969,13+,27 min,Documentary\Special Interest,Deadboy and the Elephantmen rock some hard-edged blues from the Louisiana territory.
s8731,Movie,A first Farewell,WANG Lina,Isa Yasan\Kalbinur Rahmati\Alinaz Rahmati,2.64,,,2021,7+,87 min,Arthouse\Drama\Kids,The movie traces the life and journey of the protagonist Antony fireengi an Englishman by birth and his successful attempt at being a hardcore Bengali at heart.
s3577,Movie,Wolf Creek 2,Greg McLean,John Jarratt\Ryan Corr\Shannon Ashlyn,2.6,,,2014,16+,106 min,Horror\Suspense,"The History books say that the first European to make contact with Native Americans was Christopher Columbus. New evidence tells a different story that another civilization arrived in the New World centuries earlier. They were the Norse a seafaring people who originated in the Scandinavian countries of Denmark Norway and Sweden. They bore the name Viking an ""Old Norse"" term for a pirate raid."
s212,TV Show,UQ Holder!,,,2.22,,,2017,TV-14,1 Season,Action\Adventure\Anime,With his powers awakenedTota's life gets more interesting when he joins a secret society fellow immortals: UQ Holder.
s1879,Movie,Leo The Last,John Boorman,Marcello Mastroianni\Calvin Lockhart,3.53,,,1970,R,104 min,Drama,Marcello Mastroianni plays the last in a line of princes who gradually emerges from his decaying mansion to become involved with and help the people living in his deteriorating London neighborhood.
s8849,Movie,Copperman,Eros Puglielli,Luca Argentero\Galatea Ranzi\Antonia Truppo,4.46,Italy,,2019,7+,100 min,Action\Drama\Fantasy,The Mansouri family opens up a new restaurant after the fall of the Taliban in Kabul Afghanistan only to be subsequently targeted by factional Taliban elements.
s2515,TV Show,Fake or Fortune,,fiona Bruce\Philip Mould,2.89,,,2014,13+,3 Seasons,TV Shows,"Fak Yaass tells the ""true"" story of Nico Nicolakis' big Greek family and their journey of accepting him and his sexuality. Showing the clash between old tradition and the new age millennial Nico struggles with returning home somewhere he's always felt judged and unworthy. With the help of his friends Nico lets his family in and they accept him until a secret scheme may break that forever."
s697,TV Show,The DaVincibles,,Jamie Croft\Katherine Beck\David Callan\Jim Pike,1.22,,,2014,7+,1 Season,Animation\Kids,This zany cartoon comedy series is packed with funny and absurd characters in search of wild slapstick action. 16-year-old Pablo DaVinci and his 15-year-old sister Zoe struggle to put aside their sibling rivalry as they travel the world with their crazy yet loveable Uncle Leo in search of rare and sometimes valuable artifacts to sell at Leo's Kurious Kat antique shop.
s806,TV Show,Team Umizoomi,,,2.68,,,2012,TV-Y,3 Seasons,Kids,Team Umizoomi Season 3 is here and that's Umirrific news! The team needs your help to put a toy dinosaur back together use math skills to count numbers on the clock face and lots more. Plus meet friends including Wyatt the Cuckoo Bears and Amanda!
s2492,TV Show,Fear: Buried Alive,,Brannon Braga\Margee Kerr\Eli Roth\Dani Vierra,1.58,,,2015,TV-14,1 Season,TV Shows,Fear Factor is the ultimate adrenaline rush a true test of stamina and guile for those willing to put their body and soul on the line for cold hard cash. It's not a show for the faint-hearted; participants must confront their most primal fears try to remain calm and tap into their inner strength to perform some of the most daring and stomach churning challenges ever.
s6253,TV Show,Britannia,,,3.23,,1-Jul-21,2019,NR,2 Seasons,Drama\Fantasy,Everybody wants a piece of Ronnie but why? From her ex-boyfriend to gangsters super villains and her own friends there's one thing that's true Ronnie is trouble!
s1658,Movie,Mini Witch,Johan Nijenhuis,Rachelle Verdel\Porgy Franssen\Annet Malherbe,4.57,,,2014,PG,88 min,Kids,A young and mischievous witch named Fuchsia enrolls in witch school to learn magic. Against her father's warning Fuchsia befriends a human boy named Tommy and learns about his uncle's plans to destroy her school. It is up to Fuchsia and her new magical powers to save her town!
